Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,,
SPY201002C343,.54,E,+.32,171,16.93%,83.07%,35.42%,.00,0,-.34,.06,171,"17,944",.535,.04,23.13%,0,.53,W,.54,Z,2 OCT 20,343,5.75,I,5.86,I,SPY201002P343,9.65,E,0,0,88.06%,11.94%,25.10%,-.02,0,-.41,.05,0,"1,192",.695,.04,18.74%,5.11,,
SPY201002C344,.38,A,+.22,50,12.97%,87.03%,27.05%,.00,0,-.27,.05,50,"24,070",.385,.04,23.11%,0,.38,Z,.39,Z,2 OCT 20,344,6.49,Q,6.64,I,SPY201002P344,9.35,D,0,0,96.98%,3.02%,6.35%,-.02,0,-.24,.02,0,745,.455,.02,13.81%,6.11,,
SPY201002C345,.25,P,+.13,91,9.35%,90.65%,19.46%,.00,0,-.20,.04,91,"12,694",.255,.03,22.73%,0,.25,N,.26,Z,2 OCT 20,345,7.40,Q,7.65,Q,SPY201002P345,7.50,Z,-3.78,4,99.87%,0.13%,0.27%,-.02,0,-.21,.00,4,"1,383",.415,.00,9.88%,7.11,,
SPY201002C346,.16,E,+.08,55,6.79%,93.21%,14.09%,.00,0,-.14,.03,55,"6,927",.175,.02,22.73%,0,.17,N,.18,W,2 OCT 20,346,8.26,P,8.44,I,SPY201002P346,10.20,W,0,0,100.00%,0.00%,0.00%,.00,0,.00,-91.10,0,720,.24,.00,0.14%,8.11,,
SPY201002C347,.11,A,+.05,13,4.75%,95.25%,9.85%,.00,0,-.10,.03,13,"4,174",.115,.02,22.65%,0,.11,W,.12,P,2 OCT 20,347,9.22,Q,9.56,Q,SPY201002P347,9.10,Q,0,0,100.00%,0.00%,0.00%,.00,0,.00,-101.10,0,486,.28,.00,0.14%,9.11,,
SPY201002C348,.05,N,0,0,3.27%,96.73%,6.75%,.00,0,-.07,.02,0,"5,482",.075,.01,22.62%,0,.07,I,.08,N,2 OCT 20,348,10.18,Q,10.52,Q,SPY201002P348,13.82,I,0,0,100.00%,0.00%,0.00%,.00,0,.00,-111.10,0,"1,303",.24,.00,0.14%,10.11,,
SPY201002C349,.05,D,+.02,38,2.43%,97.57%,5.02%,.00,0,-.05,.01,38,"3,469",.055,.01,23.12%,0,.05,X,.06,Z,2 OCT 20,349,11.18,Q,11.43,Q,SPY201002P349,12.99,I,0,0,100.00%,0.00%,0.00%,-.02,0,-.21,.00,0,"1,346",.195,.00,0.14%,11.11,,
SPY201002C350,.04,M,0,84,1.62%,98.38%,3.35%,.00,0,-.03,.01,84,"7,766",.035,.01,23.12%,0,.03,W,.04,N,2 OCT 20,350,12.12,P,12.46,P,SPY201002P350,12.14,C,-1.85,30,100.00%,0.00%,0.00%,.00,0,.00,-131.10,30,"2,084",.18,.00,0.14%,12.11,,
SPY201002C351,.03,W,0,0,1.19%,98.81%,2.45%,.00,0,-.02,.01,0,"3,033",.025,.01,23.58%,0,.02,W,.03,N,2 OCT 20,351,13.16,Q,13.43,Q,SPY201002P351,17.20,C,0,0,100.00%,0.00%,0.00%,-.02,0,-.21,.00,0,"1,242",.185,.00,0.13%,13.11,,
SPY201002C352,.02,M,0,0,1.12%,98.88%,2.31%,.00,0,-.02,.01,0,"1,280",.025,.00,25.05%,0,.02,Z,.03,W,2 OCT 20,352,14.10,Q,14.51,Q,SPY201002P352,18.05,D,0,0,100.00%,0.00%,0.00%,-.02,0,-.21,.00,0,"1,170",.195,.00,0.14%,14.11,,
SPY201002C353,.02,W,0,1,0.69%,99.31%,1.42%,.00,0,-.01,.01,1,"1,098",.015,.00,24.79%,0,.01,W,.02,W,2 OCT 20,353,15.09,I,15.34,I,SPY201002P353,15.91,M,0,0,100.00%,0.00%,0.00%,.00,0,.00,-161.10,0,338,.105,.00,0.13%,15.11,,
SPY201002C354,.02,C,0,1,0.66%,99.34%,1.35%,.00,0,-.01,.00,1,"1,751",.015,.00,26.16%,0,.01,P,.02,W,2 OCT 20,354,16.05,Q,16.40,Q,SPY201002P354,18.05,Q,0,0,100.00%,0.00%,0.00%,-.02,0,-.21,.00,0,701,.115,.00,0.14%,16.11,,
SPY201002C355,.01,Z,0,0,0.26%,99.74%,0.53%,.00,0,.00,.00,0,"2,165",.005,.00,24.55%,0,0,I,.01,Z,2 OCT 20,355,17.07,Q,17.42,Q,SPY201002P355,17.75,C,0,0,100.00%,0.00%,0.00%,-.02,0,-.21,.00,0,264,.135,.00,0.13%,17.11,,
SPY201002C356,.01,W,0,0,0.25%,99.75%,0.50%,.00,0,.00,.00,0,"1,560",.005,.00,25.77%,0,0,J,.01,P,2 OCT 20,356,18.14,I,18.56,I,SPY201002P356,18.76,C,0,0,100.00%,0.00%,0.00%,.00,0,.00,-191.10,0,30,.24,.00,0.14%,18.11,,
SPY201002C357,.01,E,0,0,0.24%,99.76%,0.48%,.00,0,.00,.00,0,"1,686",.005,.00,26.99%,0,0,P,.01,W,2 OCT 20,357,19.10,Q,19.45,I,SPY201002P357,23.51,I,-2.98,1,100.00%,0.00%,0.00%,-.02,0,-.21,.00,1,271,.165,.00,0.13%,19.11,,
SPY201002C358,.01,M,0,0,0.23%,99.77%,0.46%,.00,0,.00,.00,0,953,.005,.00,28.20%,0,0,M,.01,P,2 OCT 20,358,20.08,I,20.32,I,SPY201002P358,25.29,E,+2.05,1,100.00%,0.00%,0.00%,-.02,0,-.21,.00,1,88,.09,.00,0.13%,20.11,,
SPY201002C359,.02,C,+.01,27,0.22%,99.78%,0.44%,.00,0,.00,.00,27,697,.005,.00,29.40%,0,0,M,.01,X,2 OCT 20,359,20.93,Q,21.31,Q,SPY201002P359,26.19,C,+1.19,1,100.00%,0.00%,0.00%,.00,0,.00,-221.10,1,141,.01,.00,0.13%,21.11,,
SPY201002C360,.01,M,0,0,0.21%,99.79%,0.42%,.00,0,.00,.00,0,"3,613",.005,.00,30.59%,0,0,M,.01,X,2 OCT 20,360,22.08,Q,22.49,Q,SPY201002P360,26.69,I,0,0,100.00%,0.00%,0.00%,.00,0,.00,-231.10,0,"1,839",.175,.00,0.13%,22.11,,
SPY201002C361,.01,C,0,0,0.20%,99.80%,0.41%,.00,0,.00,.00,0,"1,488",.005,.00,31.78%,0,0,P,.01,W,2 OCT 20,361,23.15,Q,23.48,Q,SPY201002P361,25.23,C,0,0,100.00%,0.00%,0.00%,.00,0,.00,-241.10,0,20,.205,.00,0.14%,23.11,,
SPY201002C362,.01,X,-.01,3,0.19%,99.81%,0.39%,.00,0,.00,.00,3,973,.005,.00,32.95%,0,0,P,.01,W,2 OCT 20,362,23.93,Q,24.25,Q,SPY201002P362,26.23,C,0,0,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,0,52,-.02,.00,--,24.11,,
SPY201002C363,.01,C,0,384,0.19%,99.81%,0.38%,.00,0,.00,.00,384,"2,509",.005,.00,34.12%,0,0,Z,.01,W,2 OCT 20,363,24.91,Q,25.25,Q,SPY201002P363,30.40,C,+4.55,1,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,1,3,-.03,.00,--,25.11,,
SPY201002C364,.01,W,0,14,0.18%,99.82%,0.37%,.00,0,.00,.00,14,"1,047",.005,.00,35.29%,0,0,B,.01,W,2 OCT 20,364,26.01,Q,26.35,Q,SPY201002P364,29.29,H,0,0,100.00%,0.00%,0.00%,-.02,0,-.21,.00,0,13,.07,.00,0.14%,26.11,,
SPY201002C365,.01,M,-.02,11,0.17%,99.83%,0.35%,.00,0,.00,.00,11,"1,017",.005,.00,36.44%,0,0,Z,.01,W,2 OCT 20,365,27.10,Q,27.45,Z,SPY201002P365,31.58,A,-7.17,1,100.00%,0.00%,0.00%,-.02,0,-.21,.00,1,23,.165,.00,0.13%,27.11,,
SPY201002C366,.01,N,0,4,0.17%,99.83%,0.34%,.00,0,.00,.00,4,633,.005,.00,37.59%,0,0,P,.01,X,2 OCT 20,366,28.06,Q,28.38,I,SPY201002P366,25.74,D,-4.96,1,100.00%,0.00%,0.00%,.00,0,.00,-291.10,1,0,.11,.00,0.13%,28.11,,
SPY201002C367,.03,I,+.01,1,0.16%,99.84%,0.33%,.00,0,.00,.00,1,697,.005,.00,38.73%,0,0,Z,.01,P,2 OCT 20,367,29.10,Q,29.48,Q,SPY201002P367,18.20,I,<empty>,2,100.00%,0.00%,0.00%,.00,0,.00,-301.10,2,2,.18,.00,0.14%,29.11,,
SPY201002C368,.01,W,0,3,0.16%,99.84%,0.32%,.00,0,.00,.00,3,424,.005,.00,39.88%,0,0,P,.01,P,2 OCT 20,368,30.09,I,30.51,I,SPY201002P368,22.87,A,+6.99,2,100.00%,0.00%,0.00%,-.02,0,-.21,.00,2,0,.19,.00,0.14%,30.11,,
SPY201002C369,.01,D,0,1,0.15%,99.85%,0.31%,.00,0,.00,.00,1,530,.005,.00,41.01%,0,0,Z,.01,W,2 OCT 20,369,31.10,Q,31.45,Z,SPY201002P369,34.88,C,-1.38,2,100.00%,0.00%,0.00%,-.02,0,-.21,.00,2,4,.165,.00,0.13%,31.11,,
SPY201002C370,.01,A,0,0,0.15%,99.85%,0.31%,.00,0,.00,.00,0,"1,761",.005,.00,42.13%,0,0,Q,.01,W,2 OCT 20,370,32.08,I,32.45,I,SPY201002P370,37.26,Z,+2.52,2,100.00%,0.00%,0.00%,-.02,0,-.21,.00,2,3,.155,.00,0.14%,32.11,,
SPY201002C371,.01,C,0,2,0.15%,99.85%,0.30%,.00,0,.00,.00,2,733,.005,.00,43.25%,0,0,P,.01,P,2 OCT 20,371,33.10,I,33.33,Q,SPY201002P371,36.88,C,-1.30,2,100.00%,0.00%,0.00%,.00,0,.00,-341.10,2,3,.105,.00,0.13%,33.11,,
SPY201002C372,.01,A,-.03,7,0.14%,99.86%,0.29%,.00,0,.00,.00,7,224,.005,.00,44.37%,0,0,Z,.01,W,2 OCT 20,372,34.07,I,34.34,Q,SPY201002P372,0, ,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.21,.00,<empty>,0,.095,.00,0.14%,34.11,,
SPY201002C373,.01,W,-.06,40,0.14%,99.86%,0.28%,.00,0,.00,.00,40,83,.005,.00,45.48%,0,0,Z,.01,W,2 OCT 20,373,34.97,I,35.35,Q,SPY201002P373,0, ,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.21,.00,<empty>,0,.05,.00,0.13%,35.11,,
SPY201002C374,.01,H,-.02,1,0.14%,99.86%,0.28%,.00,0,.00,.00,1,52,.005,.00,46.58%,0,0,Z,.01,W,2 OCT 20,374,36.00,Q,36.33,Q,SPY201002P374,24.91,I,<empty>,10,100.00%,0.00%,0.00%,.00,0,.00,-371.10,10,0,.055,.00,0.14%,36.11,,
SPY201002C375,.01,D,-.01,1,0.13%,99.87%,0.27%,.00,0,.00,.00,1,"1,278",.005,.00,47.68%,0,0,P,.01,W,2 OCT 20,375,37.10,I,37.45,I,SPY201002P375,41.61,I,+8.68,2,100.00%,0.00%,0.00%,-.02,0,-.21,.00,2,0,.165,.00,0.13%,37.11,,
SPY201002C376,.01,A,-.02,25,0.13%,99.87%,0.26%,.00,0,.00,.00,25,183,.005,.00,48.78%,0,0,Z,.01,X,2 OCT 20,376,38.02,Q,38.34,Q,SPY201002P376,0, ,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.21,.00,<empty>,1,.07,.00,0.14%,38.11,,
SPY201002C377,.01,M,-.02,15,0.13%,99.87%,0.26%,.00,0,.00,.00,15,545,.005,.00,49.86%,0,0,Z,.01,W,2 OCT 20,377,39.00,Q,39.34,Q,SPY201002P377,0, ,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.21,.00,<empty>,0,.06,.00,0.13%,39.11,,
SPY201002C378,.01,A,-.01,1,0.12%,99.88%,0.25%,.00,0,.00,.00,1,261,.005,.00,50.95%,0,0,P,.01,P,2 OCT 20,378,40.07,I,40.31,Q,SPY201002P378,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-411.10,<empty>,0,.08,.00,0.13%,40.11,,
SPY201002C379,.01,C,0,1,0.12%,99.88%,0.25%,.00,0,.00,.00,1,203,.005,.00,52.02%,0,0,Z,.01,W,2 OCT 20,379,41.09,Q,41.42,Q,SPY201002P379,0, ,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.21,.00,<empty>,0,.145,.00,0.14%,41.11,,
SPY201002C380,.01,C,-.01,5,0.12%,99.88%,0.24%,.00,0,.00,.00,5,"1,000",.005,.00,53.09%,0,0,Z,.01,W,2 OCT 20,380,42.19,Q,42.46,Q,SPY201002P380,46.62,I,+12.12,2,100.00%,0.00%,0.00%,.00,0,.00,-431.10,2,0,.215,.00,0.14%,42.11,,
SPY201002C381,.01,D,0,1,0.12%,99.88%,0.23%,.00,0,.00,.00,1,225,.005,.00,54.17%,0,0,P,.01,W,2 OCT 20,381,43.18,Q,43.53,Q,SPY201002P381,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-441.10,<empty>,0,.245,.00,0.14%,43.11,,
SPY201002C382,.01,P,0,53,0.11%,99.89%,0.23%,.00,0,.00,.00,53,118,.005,.00,55.23%,0,0,Z,.01,W,2 OCT 20,382,43.93,Q,44.22,Q,SPY201002P382,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,<empty>,0,-.035,.00,--,44.11,,
SPY201002C383,.01,W,0,760,0.11%,99.89%,0.23%,.00,0,.00,.00,760,"1,420",.005,.00,56.29%,0,0,M,.01,W,2 OCT 20,383,45.08,Q,45.44,Q,SPY201002P383,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-461.10,<empty>,0,.15,.00,0.14%,45.11,,
SPY201002C384,.08,M,-.08,1,0.11%,99.89%,0.22%,.00,0,.00,.00,1,19,.005,.00,57.34%,0,0,B,.01,W,2 OCT 20,384,46.09,I,46.42,I,SPY201002P384,46.29,D,+6.29,2,100.00%,0.00%,0.00%,-.02,0,-.21,.00,2,1,.145,.00,0.14%,46.11,,
SPY201002C385,.01,A,0,0,0.11%,99.89%,0.22%,.00,0,.00,.00,0,539,.005,.00,58.40%,0,0,P,.01,W,2 OCT 20,385,47.13,Q,47.48,Q,SPY201002P385,40.94,X,<empty>,1,100.00%,0.00%,0.00%,.00,0,.00,-481.10,1,0,.195,.00,0.13%,47.11,,
SPY201002C386,.01,A,0,1,0.10%,99.90%,0.21%,.00,0,.00,.00,1,6,.005,.00,59.44%,0,0,Z,.01,W,2 OCT 20,386,48.13,Q,48.56,Q,SPY201002P386,0, ,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.21,.00,<empty>,0,.235,.00,0.14%,48.11,,
SPY201002C387,.07,M,-.06,1,0.10%,99.90%,0.21%,.00,0,.00,.00,1,3,.005,.00,60.49%,0,0,Z,.01,W,2 OCT 20,387,49.03,Q,49.42,Q,SPY201002P387,0, ,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.21,.00,<empty>,0,.115,.00,0.14%,49.11,,
SPY201002C388,.02,C,-.01,10,0.10%,99.90%,0.20%,.00,0,.00,.00,10,708,.005,.00,61.52%,0,0,P,.01,W,2 OCT 20,388,50.10,Q,50.42,Q,SPY201002P388,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-511.10,<empty>,0,.15,.00,0.14%,50.11,,
SPY201002C389,.04,N,-.08,1,0.10%,99.90%,0.20%,.00,0,.00,.00,1,2,.005,.00,62.56%,0,0,Z,.01,W,2 OCT 20,389,51.08,I,51.33,I,SPY201002P389,0, ,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.21,.00,<empty>,0,.095,.00,0.14%,51.11,,
SPY201002C390,.01,P,0,20,0.10%,99.90%,0.20%,.00,0,.00,.00,20,910,.005,.00,63.58%,0,0,J,.01,W,2 OCT 20,390,52.05,Q,52.39,Q,SPY201002P390,38.54,A,+2.04,2,100.00%,0.00%,0.00%,.00,0,.00,-531.10,2,0,.11,.00,0.14%,52.11,,
SPY201002C391,.01,C,-.01,4,0.10%,99.90%,0.19%,.00,0,.00,.00,4,9,.005,.00,64.61%,0,0,P,.01,W,2 OCT 20,391,52.97,Q,53.31,Q,SPY201002P391,0, ,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.21,.00,<empty>,0,.03,.00,0.13%,53.11,,
SPY201002C392,.06,Z,+.01,8,0.09%,99.91%,0.19%,.00,0,.00,.00,8,681,.005,.00,65.63%,0,0,Z,.01,W,2 OCT 20,392,53.89,Q,54.25,Q,SPY201002P392,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,<empty>,0,-.04,.00,--,54.11,,
SPY201002C395,.01,Q,0,2,0.09%,99.91%,0.18%,.00,0,.00,.00,2,466,.005,.00,68.67%,0,0,J,.01,X,2 OCT 20,395,56.99,Q,57.38,Q,SPY201002P395,45.89,A,<empty>,50,100.00%,0.00%,0.00%,-.02,0,-.21,.00,50,0,.075,.00,0.14%,57.11,,
SPY201002C400,.01,Q,0,150,0.08%,99.92%,0.17%,.00,0,.00,.00,150,"2,608",.005,.00,73.66%,0,0,J,.01,W,2 OCT 20,400,62.09,I,62.42,I,SPY201002P400,64.58,E,+13.70,1,100.00%,0.00%,0.00%,-.02,0,-.21,.00,1,1,.145,.00,0.13%,62.11,,
SPY201002C405,.01,P,-.01,26,0.08%,99.92%,0.16%,.00,0,.00,.00,26,"1,067",.005,.00,78.56%,0,0,J,.01,W,2 OCT 20,405,67.18,Q,67.50,Q,SPY201002P405,58.94,X,<empty>,1,100.00%,0.00%,0.00%,-.02,0,-.21,.00,1,0,.23,.00,0.14%,67.11,,
SPY201002C410,.01,P,-.02,1,0.07%,99.93%,0.15%,.00,0,.00,.00,1,614,.005,.00,83.37%,0,0,P,.01,W,2 OCT 20,410,72.03,Q,72.37,Q,SPY201002P410,74.96,I,0,0,100.00%,0.00%,0.00%,-.02,0,-.21,.00,0,10,.09,.00,0.14%,72.11,,
SPY201002C415,.02,I,+.01,1,0.07%,99.93%,0.14%,.00,0,.00,.00,1,50,.005,.00,88.09%,0,0,J,.01,W,2 OCT 20,415,76.98,Q,77.37,Q,SPY201002P415,0, ,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.21,.00,<empty>,10,.065,.00,0.13%,77.11,,
SPY201002C420,.01,Z,-.01,5,0.06%,99.94%,0.13%,.00,0,.00,.00,5,705,.005,.00,92.74%,0,0,I,.01,W,2 OCT 20,420,81.90,Q,82.35,Q,SPY201002P420,0, ,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.21,.00,<empty>,0,.015,.00,0.14%,82.11,,
SPY201002C425,.01,A,0,1,0.06%,99.94%,0.12%,.00,0,.00,.00,1,47,.005,.00,97.32%,0,0,I,.01,W,2 OCT 20,425,86.94,Q,87.40,Q,SPY201002P425,90.40,Q,0,0,100.00%,0.00%,0.00%,-.02,0,-.21,.00,0,1,.06,.00,0.14%,87.11,,
SPY201005C170,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.195,.00,--,167.89,167.47,N,167.92,H,5 OCT 20,170,0,N,.01,W,SPY201005P170,.01,A,0,"5,000",0.06%,99.94%,0.11%,.00,0,.00,.00,"5,000","12,433",.005,.00,174.74%,0,,
SPY201005C175,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.10,.00,--,162.89,162.56,X,163.02,H,5 OCT 20,175,0,J,.01,W,SPY201005P175,0, ,0,<empty>,0.06%,99.94%,0.11%,.00,0,.00,.00,<empty>,"1,001",.005,.00,167.70%,0,,
SPY201005C180,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.195,.00,--,157.89,157.47,N,157.92,H,5 OCT 20,180,0,J,.01,W,SPY201005P180,.01,D,-.03,1,0.06%,99.94%,0.11%,.00,0,.00,.00,1,29,.005,.00,160.84%,0,,
SPY201005C185,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.215,.00,--,152.89,152.45,N,152.90,H,5 OCT 20,185,0,J,.01,W,SPY201005P185,.14,Z,+.07,1,0.06%,99.94%,0.12%,.00,0,.00,.00,1,3,.005,.00,154.17%,0,,
SPY201005C190,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.05,.00,--,147.89,147.45,X,148.23,X,5 OCT 20,190,0,M,.01,W,SPY201005P190,.01,P,0,301,0.06%,99.94%,0.12%,.00,0,.00,.00,301,311,.005,.00,147.68%,0,,
SPY201005C195,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.05,.00,--,142.89,142.45,X,143.23,X,5 OCT 20,195,0,M,.01,W,SPY201005P195,.01,A,0,5,0.06%,99.94%,0.12%,.00,0,.00,.00,5,302,.005,.00,141.34%,0,,
SPY201005C200,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.195,.00,--,137.89,137.47,N,137.92,H,5 OCT 20,200,0,N,.01,X,SPY201005P200,.01,Q,0,3,0.06%,99.94%,0.12%,.00,0,.00,.00,3,446,.005,.00,135.16%,0,,
SPY201005C205,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.13,.00,--,132.89,132.54,X,132.98,H,5 OCT 20,205,0,P,.01,W,SPY201005P205,.02,A,0,100,0.06%,99.94%,0.12%,.00,0,.00,.00,100,332,.005,.00,129.12%,0,,
SPY201005C210,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.04,.00,--,127.89,127.60,X,128.10,A,5 OCT 20,210,0,M,.01,X,SPY201005P210,.01,W,-.02,11,0.06%,99.94%,0.13%,.00,0,.00,.00,11,27,.005,.00,123.22%,0,,
SPY201005C215,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,10,-.10,.00,--,122.89,122.56,X,123.02,H,5 OCT 20,215,0,M,.01,W,SPY201005P215,.02,P,-.01,50,0.07%,99.93%,0.13%,.00,0,.00,.00,50,103,.005,.00,117.45%,0,,
SPY201005C220,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,10,-.145,.00,--,117.89,117.52,X,117.97,Q,5 OCT 20,220,0,J,.01,W,SPY201005P220,.01,X,-.01,101,0.07%,99.93%,0.13%,.00,0,.00,.00,101,213,.005,.00,111.80%,0,,
SPY201005C225,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.17,.00,--,112.89,112.50,Q,112.94,Q,5 OCT 20,225,0,M,.01,W,SPY201005P225,.02,W,+.01,20,0.07%,99.93%,0.13%,.00,0,.00,.00,20,"1,052",.005,.00,106.27%,0,,
SPY201005C230,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.225,.00,--,107.89,107.43,H,107.90,A,5 OCT 20,230,0,M,.01,W,SPY201005P230,.02,C,-.03,50,0.07%,99.93%,0.14%,.00,0,.00,.00,50,474,.005,.00,100.85%,0,,
SPY201005C235,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.215,.00,--,102.89,102.46,Q,102.89,Q,5 OCT 20,235,0,M,.01,W,SPY201005P235,.02,A,-.01,20,0.07%,99.93%,0.14%,.00,0,.00,.00,20,879,.005,.00,95.53%,0,,
SPY201005C240,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.22,.00,--,97.89,97.44,Q,97.90,Q,5 OCT 20,240,0,M,.01,W,SPY201005P240,.01,C,-.02,4,0.07%,99.93%,0.15%,.00,0,.00,.00,4,95,.005,.00,90.31%,0,,
SPY201005C245,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.17,.00,--,92.89,92.50,Q,92.94,Q,5 OCT 20,245,0,M,.01,W,SPY201005P245,.01,P,0,400,0.08%,99.92%,0.15%,.00,0,.00,.00,400,686,.005,.00,85.19%,0,,
SPY201005C250,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.21,.00,--,87.89,87.47,Q,87.89,Q,5 OCT 20,250,0,M,.01,W,SPY201005P250,.04,A,-.02,1,0.08%,99.92%,0.16%,.00,0,.00,.00,1,108,.005,.00,80.16%,0,,
SPY201005C255,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.17,.00,--,82.89,82.52,Q,82.92,Q,5 OCT 20,255,0,M,.01,W,SPY201005P255,.01,X,0,75,0.08%,99.92%,0.16%,.00,0,.00,.00,75,"1,037",.005,.00,75.21%,0,,
SPY201005C260,74.11,I,<empty>,100,100.00%,0.00%,<empty>,.00,0,.00,.00,100,100,0,.00,0.00%,77.89,77.68,Q,78.10,Q,5 OCT 20,260,0,M,.01,W,SPY201005P260,.01,X,0,0,0.09%,99.91%,0.17%,.00,0,.00,.00,0,"1,264",.005,.00,70.35%,0,,
SPY201005C265,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.165,.00,--,72.89,72.51,I,72.94,Q,5 OCT 20,265,0,M,.01,W,SPY201005P265,.02,A,+.01,16,0.09%,99.91%,0.18%,.00,0,.00,.00,16,919,.005,.00,65.56%,0,,
SPY201005C270,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.10,.00,--,67.89,67.61,Q,67.97,Q,5 OCT 20,270,0,M,.01,W,SPY201005P270,.01,P,0,0,0.10%,99.90%,0.19%,.00,0,.00,.00,0,"2,500",.005,.00,60.84%,0,,
SPY201005C275,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.055,.00,--,62.89,62.61,Z,63.06,Z,5 OCT 20,275,0,M,.01,W,SPY201005P275,.01,P,0,0,0.10%,99.90%,0.20%,.00,0,.00,.00,0,"1,966",.005,.00,56.18%,0,,
SPY201005C280,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.23,.00,--,57.89,57.49,Q,57.83,Q,5 OCT 20,280,.01,P,.01,W,SPY201005P280,.01,M,0,0,0.20%,99.80%,0.40%,.00,0,-.01,.00,0,650,.01,.00,54.94%,0,,
SPY201005C285,52.26,C,-2.42,2,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,2,0,-.215,.00,--,52.89,52.48,Z,52.87,Q,5 OCT 20,285,0,M,.01,W,SPY201005P285,.03,D,0,1,0.12%,99.88%,0.23%,.00,0,.00,.00,1,933,.005,.00,47.05%,0,,
SPY201005C290,35.11,C,-5.35,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,4,-.23,.00,--,47.89,47.50,Q,47.82,Q,5 OCT 20,290,0,M,.01,W,SPY201005P290,.02,D,0,0,0.12%,99.88%,0.25%,.00,0,.00,.00,0,678,.005,.00,42.57%,0,,
SPY201005C293,32.16,C,<empty>,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,0,-.18,.00,--,44.89,44.50,Q,44.92,Q,5 OCT 20,293,0,M,.01,P,SPY201005P293,.02,C,0,0,0.13%,99.87%,0.26%,.00,0,.00,.00,0,131,.005,.00,39.90%,0,,
