Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,,
SPY201202C344,22.82,C,.96,+5.07,178,96.50%,3.50%,6.90%,.00,0,-.01,.02,178,183,.0068,.00,47.69%,23.1582,23.38,23.165,23.12,I,23.21,Q,2 DEC 20,344,.01,W,.02,W,SPY201202P344,.01,C,-.01,-.03,"1,375",0.56%,99.44%,1.10%,.00,0,-.02,.00,"1,375","1,402",.015,.00,34.20%,0,.04,.015,,
SPY201202C345,21.83,C,.96,+5.84,159,96.57%,3.43%,6.76%,.00,0,.00,.02,159,110,.0018,.00,45.34%,22.1582,22.39,22.160,22.12,I,22.20,I,2 DEC 20,345,.01,W,.02,W,SPY201202P345,.01,C,-.01,-.04,459,0.58%,99.42%,1.14%,.00,0,-.02,.00,459,"2,696",.015,.00,32.84%,0,.03,.015,,
SPY201202C346,14.99,C,.96,0,0,95.73%,4.27%,8.43%,.00,0,-.05,.02,0,31,.0518,.00,45.75%,21.1582,<empty>,21.210,21.12,I,21.30,Q,2 DEC 20,346,.02,Z,.03,W,SPY201202P346,.02,X,-.01,-.03,91,0.88%,99.12%,1.75%,.00,0,-.02,.01,91,"1,364",.025,.00,33.32%,0,.03,.025,,
SPY201202C347,19.93,Q,.96,+5.73,15,95.57%,4.43%,8.74%,.00,0,-.06,.02,15,112,.0568,.01,43.94%,20.1582,19.93,20.215,20.12,I,20.31,Q,2 DEC 20,347,.02,X,.03,W,SPY201202P347,.02,C,-.01,-.03,404,0.92%,99.08%,1.81%,.00,0,-.02,.01,404,"3,508",.025,.00,31.88%,0,.03,.025,,
SPY201202C348,18.75,X,1.00,+5.58,19,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,19,82,-.0432,.00,--,19.1582,19.24,19.115,19.04,Q,19.19,I,2 DEC 20,348,.02,W,.03,W,SPY201202P348,.02,M,-.01,-.04,742,0.96%,99.04%,1.89%,.00,0,-.02,.01,742,"2,344",.025,.00,30.43%,0,.04,.025,,
SPY201202C349,18.02,C,1.00,+5.13,24,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,24,127,-.0182,.00,--,18.1582,18.31,18.140,18.07,Q,18.21,I,2 DEC 20,349,.02,W,.03,W,SPY201202P349,.02,A,-.01,-.04,611,1.00%,99.00%,1.97%,.00,0,-.02,.01,611,"2,857",.025,.00,28.98%,0,.05,.025,,
SPY201202C350,17.04,Z,.96,+5.38,278,95.26%,4.74%,9.34%,.00,0,-.06,.02,278,353,.0568,.01,37.93%,17.1582,17.23,17.215,17.13,I,17.30,Q,2 DEC 20,350,.02,W,.03,W,SPY201202P350,.02,A,-.01,-.06,"2,112",1.05%,98.95%,2.06%,.00,0,-.02,.01,"2,112","26,039",.025,.00,27.55%,0,.05,.025,,
SPY201202C351,15.37,C,.97,+4.73,173,95.93%,4.07%,8.03%,.00,0,-.02,.02,173,176,.0218,.01,34.22%,16.1582,16.48,16.180,16.06,Q,16.30,Q,2 DEC 20,351,.03,Z,.04,W,SPY201202P351,.03,Q,-.01,-.06,933,1.41%,98.59%,2.79%,.00,0,-.03,.01,933,"3,662",.035,.00,27.25%,0,.05,.035,,
SPY201202C352,14.73,I,.97,+4.74,29,95.83%,4.17%,8.22%,.00,0,-.02,.02,29,291,.0218,.01,32.25%,15.1582,14.73,15.180,15.14,I,15.22,I,2 DEC 20,352,.03,Z,.04,W,SPY201202P352,.03,W,-.01,-.09,949,1.48%,98.52%,2.93%,.00,0,-.03,.01,949,"4,205",.035,.01,25.74%,0,.05,.035,,
SPY201202C353,13.59,N,1.00,+3.59,31,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,31,467,-.0282,.00,--,14.1582,13.78,14.130,14.04,N,14.22,I,2 DEC 20,353,.03,W,.04,W,SPY201202P353,.03,A,-.01,-.12,"1,604",1.56%,98.44%,3.08%,.00,0,-.03,.01,"1,604","3,912",.035,.01,24.22%,0,.08,.035,,
SPY201202C354,12.76,C,.97,+4.97,85,95.40%,4.60%,9.05%,.00,0,-.03,.02,85,816,.0268,.01,28.63%,13.1582,12.83,13.185,13.14,I,13.23,Z,2 DEC 20,354,.04,Z,.05,W,SPY201202P354,.04,I,-.02,-.16,"2,374",2.00%,98.00%,3.94%,.00,0,-.04,.01,"2,374","4,985",.045,.01,23.54%,0,.08,.045,,
SPY201202C355,12.17,C,.97,+4.24,146,95.96%,4.04%,7.95%,.00,0,-.01,.01,146,978,.0068,.01,25.49%,12.1582,12.17,12.165,12.10,Q,12.23,I,2 DEC 20,355,.05,Z,.06,W,SPY201202P355,.05,Z,-.02,-.19,"3,197",2.45%,97.55%,4.82%,.00,0,-.05,.02,"3,197","11,656",.055,.01,22.63%,0,.10,.055,,
SPY201202C356,11.08,X,.96,+4.35,226,94.61%,5.39%,10.61%,.01,0,-.04,.02,226,"1,090",.0368,.01,25.32%,11.1582,11.23,11.195,11.08,Q,11.31,Q,2 DEC 20,356,.05,W,.06,W,SPY201202P356,.05,C,-.03,-.27,"12,173",2.63%,97.37%,5.16%,.00,0,-.05,.02,"12,173","8,343",.055,.01,21.03%,0,.12,.055,,
SPY201202C357,9.68,C,.95,+3.68,84,93.42%,6.58%,12.93%,.01,0,-.06,.03,84,928,.0618,.02,24.49%,10.1582,10.35,10.220,10.18,I,10.26,N,2 DEC 20,357,.07,N,.08,W,SPY201202P357,.07,N,-.03,-.37,"4,980",3.52%,96.48%,6.92%,.00,0,-.07,.02,"4,980","5,420",.075,.01,20.45%,0,.16,.075,,
SPY201202C358,9.13,C,.94,+3.83,136,92.32%,7.68%,15.08%,.01,0,-.08,.03,136,"1,343",.0818,.02,23.24%,9.1582,9.30,9.240,9.20,I,9.28,Q,2 DEC 20,358,.08,W,.09,W,SPY201202P358,.08,C,-.04,-.46,"6,619",4.16%,95.84%,8.17%,.00,0,-.08,.02,"6,619","4,448",.085,.02,19.19%,0,.20,.085,,
SPY201202C359,7.90,C,.93,+3.30,368,91.24%,8.76%,17.18%,.01,0,-.10,.03,368,"1,290",.0968,.03,21.71%,8.1582,8.48,8.255,8.22,I,8.29,I,2 DEC 20,359,.10,W,.11,W,SPY201202P359,.10,W,-.05,-.61,"5,888",5.22%,94.78%,10.23%,.00,0,-.09,.03,"5,888","4,615",.105,.02,18.15%,0,.26,.105,,
SPY201202C360,7.25,Z,.91,+3.55,944,89.15%,10.85%,21.25%,.01,0,-.14,.04,944,"3,900",.1418,.04,20.80%,7.1582,7.52,7.300,7.25,I,7.35,Q,2 DEC 20,360,.13,W,.14,W,SPY201202P360,.14,M,-.07,-.77,"28,169",6.74%,93.26%,13.19%,.00,0,-.12,.03,"28,169","12,830",.135,.03,17.21%,0,.36,.135,,
SPY201202C361,6.22,C,.89,+3.30,"2,183",87.14%,12.86%,25.14%,.01,0,-.16,.05,"2,183","5,085",.1768,.04,19.38%,6.1582,6.63,6.335,6.30,I,6.37,I,2 DEC 20,361,.18,W,.19,W,SPY201202P361,.19,X,-.09,-.97,"10,302",9.09%,90.91%,17.76%,.00,0,-.15,.04,"10,302","6,313",.185,.04,16.48%,0,.48,.185,,
SPY201202C362,5.40,N,.86,+3.07,"3,948",84.22%,15.78%,30.79%,.01,0,-.19,.06,"3,948","3,921",.2368,.05,18.17%,5.1582,5.70,5.395,5.36,I,5.43,I,2 DEC 20,362,.25,N,.26,W,SPY201202P362,.25,C,-.12,-1.27,"14,948",12.30%,87.70%,23.96%,.00,0,-.20,.05,"14,948","5,440",.255,.05,15.74%,0,.66,.255,,
SPY201202C363,4.48,E,.82,+2.78,"4,906",80.25%,19.75%,38.43%,.01,0,-.23,.07,"4,906","6,690",.3268,.06,17.07%,4.1582,4.80,4.485,4.46,I,4.51,I,2 DEC 20,363,.34,Z,.35,W,SPY201202P363,.34,H,-.16,-1.62,"14,054",16.40%,83.60%,31.86%,.00,0,-.25,.07,"14,054","3,613",.345,.06,14.87%,0,.89,.345,,
SPY201202C364,3.62,C,.76,+2.39,"5,225",74.93%,25.07%,48.63%,.01,0,-.29,.08,"5,225","7,371",.4618,.08,16.09%,3.1582,3.94,3.620,3.60,I,3.64,I,2 DEC 20,364,.48,Z,.49,W,SPY201202P364,.49,E,-.22,-1.96,"35,530",22.21%,77.79%,42.99%,.00,0,-.31,.08,"35,530","1,428",.485,.08,14.16%,0,1.20,.485,,
SPY201202C365,2.82,A,.69,+1.95,"13,029",67.96%,32.04%,61.90%,.01,0,-.34,.10,"13,029","8,809",.6618,.09,15.26%,2.1582,3.15,2.820,2.80,P,2.84,P,2 DEC 20,365,.68,P,.69,W,SPY201202P365,.68,I,-.29,-2.37,"68,513",29.84%,70.16%,57.49%,-.01,0,-.37,.09,"68,513","1,400",.685,.09,13.49%,0,1.62,.685,,
SPY201202C366,2.11,C,.60,+1.53,"32,574",59.28%,40.72%,78.28%,.01,0,-.38,.10,"32,574","4,288",.9518,.10,14.60%,1.1582,2.43,2.110,2.10,Z,2.12,P,2 DEC 20,366,.96,Z,.97,Q,SPY201202P366,.96,C,-.39,-2.90,"50,556",39.42%,60.58%,75.51%,-.01,0,-.42,.10,"50,556",239,.965,.11,12.84%,0,2.13,.965,,
SPY201202C367,1.49,Q,.50,+1.11,"64,203",49.28%,50.72%,96.89%,.01,0,-.39,.11,"64,203","9,003",1.3268,.11,13.89%,.1582,1.81,1.485,1.48,P,1.49,Q,2 DEC 20,367,1.34,P,1.35,P,SPY201202P367,1.36,A,-.50,-3.12,"26,703",50.77%,49.23%,96.49%,-.01,0,-.44,.11,"26,703",160,1.345,.12,12.19%,0,2.79,1.345,,
SPY201202C368,.99,B,.39,+.73,"35,194",38.51%,61.49%,80.60%,.01,0,-.37,.10,"35,194","6,051",.995,.11,13.44%,0,1.29,.995,.99,Z,1.00,Q,2 DEC 20,368,1.85,P,1.86,Q,SPY201202P368,1.86,A,-.63,-4.57,"5,406",63.16%,36.84%,77.52%,-.01,0,-.41,.10,"5,406",70,1.0132,.12,11.63%,.8418,3.53,1.855,,
SPY201202C369,.65,N,.29,+.48,"23,947",28.39%,71.61%,59.13%,.01,0,-.32,.09,"23,947","5,064",.645,.10,13.28%,0,.88,.645,.64,Z,.65,I,2 DEC 20,369,2.49,I,2.52,P,SPY201202P369,2.58,C,-.75,-3.82,"1,564",75.07%,24.93%,52.18%,-.02,0,-.34,.09,"1,564",88,.6632,.10,11.19%,1.8418,4.18,2.505,,
SPY201202C370,.41,A,.20,+.30,"47,582",19.87%,80.13%,41.20%,.00,0,-.25,.08,"47,582","8,318",.405,.08,13.29%,0,.59,.405,.40,Z,.41,W,2 DEC 20,370,3.24,I,3.28,I,SPY201202P370,3.25,Q,-.85,-4.15,714,85.72%,14.28%,29.75%,-.02,0,-.25,.06,714,131,.4182,.08,10.51%,2.8418,4.93,3.260,,
SPY201202C371,.24,X,.13,+.17,"14,279",12.92%,87.08%,26.71%,.00,0,-.17,.06,"14,279","3,810",.235,.06,13.18%,0,.38,.235,.23,W,.24,I,2 DEC 20,371,4.06,I,4.12,I,SPY201202P371,4.18,Z,-.96,-5.52,229,95.75%,4.25%,8.84%,-.02,0,-.14,.02,229,16,.2482,.04,8.63%,3.8418,5.80,4.090,,
SPY201202C372,.14,C,.09,+.09,"7,057",8.48%,91.52%,17.46%,.00,0,-.12,.04,"7,057","2,561",.145,.04,13.49%,0,.24,.145,.14,W,.15,W,2 DEC 20,372,4.97,I,5.04,I,SPY201202P372,5.48,Q,-1.00,-6.79,49,100.00%,0.00%,0.00%,-.02,0,-.10,.00,49,7,.1632,.00,0.13%,4.8418,6.53,5.005,,
SPY201202C373,.08,C,.05,+.04,"6,051",5.32%,94.68%,10.93%,.00,0,-.07,.03,"6,051","1,455",.085,.03,13.73%,0,.15,.085,.08,W,.09,W,2 DEC 20,373,5.90,I,6.09,Q,SPY201202P373,5.85,I,-1.00,-6.14,23,100.00%,0.00%,0.00%,.00,0,.00,-68.42,23,12,.1532,.00,0.13%,5.8418,7.39,5.995,,
SPY201202C374,.05,X,.03,+.02,"3,679",3.04%,96.96%,6.23%,.00,0,-.04,.02,"3,679","1,386",.045,.02,13.75%,0,.09,.045,.04,W,.05,W,2 DEC 20,374,6.79,Q,6.96,Q,SPY201202P374,7.00,N,-1.00,-5.75,25,100.00%,0.00%,0.00%,-.02,0,-.10,.00,25,32,.0332,.00,0.14%,6.8418,9.00,6.875,,
SPY201202C375,.02,C,.02,+.01,"3,719",1.79%,98.21%,3.66%,.00,0,-.02,.01,"3,719","2,472",.025,.01,14.00%,0,.06,.025,.02,W,.03,W,2 DEC 20,375,7.80,Q,7.91,I,SPY201202P375,8.22,C,-1.00,-6.74,27,100.00%,0.00%,0.00%,-.02,0,-.10,.00,27,41,.0132,.00,0.14%,7.8418,9.00,7.855,,
SPY201202C376,.02,W,.01,-.01,"1,288",1.08%,98.92%,2.20%,.00,0,-.01,.01,"1,288",669,.015,.01,14.36%,0,.04,.015,.01,W,.02,W,2 DEC 20,376,8.83,I,8.91,I,SPY201202P376,9.05,B,-1.00,-4.45,113,100.00%,0.00%,0.00%,.00,0,.00,-98.42,113,100,.0282,.00,0.13%,8.8418,10.81,8.870,,
SPY201202C377,.02,A,.01,+.01,"1,136",0.99%,99.01%,2.02%,.00,0,-.01,.01,"1,136","1,063",.015,.01,15.71%,0,.03,.015,.01,W,.02,W,2 DEC 20,377,9.83,I,9.91,I,SPY201202P377,10.35,Z,-1.00,-3.84,12,100.00%,0.00%,0.00%,.00,0,.00,-108.42,12,5,.0282,.00,0.13%,9.8418,10.35,9.870,,
SPY201202C378,.01,W,.00,0,"1,754",0.38%,99.62%,0.78%,.00,0,.00,.00,"1,754","1,229",.005,.00,15.07%,0,.02,.005,0,I,.01,W,2 DEC 20,378,10.82,I,11.01,Q,SPY201202P378,11.60,P,-1.00,<empty>,80,100.00%,0.00%,0.00%,-.02,0,-.10,.00,80,0,.0732,.00,0.13%,10.8418,12.16,10.915,,
SPY201202C379,.01,E,.00,0,250,0.36%,99.64%,0.72%,.00,0,.00,.00,250,"1,081",.005,.00,16.26%,0,.01,.005,0,E,.01,W,2 DEC 20,379,11.77,Q,11.90,I,SPY201202P379,12.04,N,-1.00,-4.14,10,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,10,1,-.0068,.00,--,11.8418,12.04,11.835,,
SPY201202C380,.01,B,.00,0,17,0.33%,99.67%,0.68%,.00,0,.00,.00,17,"1,681",.005,.00,17.45%,0,.01,.005,0,J,.01,W,2 DEC 20,380,12.82,I,12.90,I,SPY201202P380,13.34,A,-1.00,-2.67,17,100.00%,0.00%,0.00%,.00,0,.00,-138.42,17,3,.0182,.00,0.13%,12.8418,14.30,12.860,,
SPY201202C381,.01,W,.00,0,0,0.31%,99.69%,0.64%,.00,0,.00,.00,0,140,.005,.00,18.62%,0,<empty>,.005,0,Z,.01,W,2 DEC 20,381,13.82,I,13.90,I,SPY201202P381,14.30,C,-1.00,<empty>,5,100.00%,0.00%,0.00%,.00,0,.00,-148.42,5,0,.0182,.00,0.13%,13.8418,14.30,13.860,,
SPY201202C382,.01,E,.00,-.01,16,0.30%,99.70%,0.60%,.00,0,.00,.00,16,821,.005,.00,19.78%,0,.01,.005,0,H,.01,W,2 DEC 20,382,14.82,I,14.90,I,SPY201202P382,14.98,I,-1.00,-7.68,6,100.00%,0.00%,0.00%,.00,0,.00,-158.42,6,0,.0182,.00,0.13%,14.8418,15.90,14.860,,
SPY201202C383,.01,P,.00,-.02,745,0.28%,99.72%,0.57%,.00,0,.00,.00,745,963,.005,.00,20.94%,0,<empty>,.005,0,Z,.01,W,2 DEC 20,383,15.76,Q,15.90,I,SPY201202P383,16.00,I,-1.00,<empty>,6,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,6,4,-.0118,.00,--,15.8418,16.88,15.830,,
SPY201202C384,.01,W,.00,-.02,11,0.27%,99.73%,0.54%,.00,0,.00,.00,11,423,.005,.00,22.08%,0,<empty>,.005,0,Z,.01,W,2 DEC 20,384,16.80,Q,16.90,I,SPY201202P384,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-178.42,<empty>,0,.0082,.00,0.13%,16.8418,<empty>,16.850,,
SPY201202C385,.01,N,.00,0,0,0.25%,99.75%,0.51%,.00,0,.00,.00,0,834,.005,.00,23.22%,0,<empty>,.005,0,B,.01,W,2 DEC 20,385,17.80,Q,17.90,I,SPY201202P385,18.58,A,-1.00,-10.70,1,100.00%,0.00%,0.00%,-.02,0,-.10,.00,1,2,.0082,.00,0.14%,17.8418,18.58,17.850,,
SPY201202C386,.02,W,.00,0,42,0.24%,99.76%,0.49%,.00,0,.00,.00,42,630,.005,.00,24.34%,0,<empty>,.005,0,B,.01,W,2 DEC 20,386,18.82,I,18.90,I,SPY201202P386,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-198.42,<empty>,0,.0182,.00,0.13%,18.8418,<empty>,18.860,,
SPY201202C387,.01,B,.00,0,0,0.23%,99.77%,0.47%,.00,0,.00,.00,0,95,.005,.00,25.46%,0,<empty>,.005,0,B,.01,W,2 DEC 20,387,19.70,Q,19.90,I,SPY201202P387,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,<empty>,0,-.0418,.00,--,19.8418,<empty>,19.800,,
SPY201202C388,.02,X,.00,0,100,0.22%,99.78%,0.45%,.00,0,.00,.00,100,187,.005,.00,26.58%,0,<empty>,.005,0,B,.01,W,2 DEC 20,388,20.82,I,20.90,I,SPY201202P388,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-218.42,<empty>,0,.0182,.00,0.13%,20.8418,<empty>,20.860,,
SPY201202C389,.01,W,.00,-.04,104,0.21%,99.79%,0.43%,.00,0,.00,.00,104,104,.005,.00,27.68%,0,<empty>,.005,0,B,.01,W,2 DEC 20,389,21.80,Q,21.90,I,SPY201202P389,23.97,Z,-1.00,<empty>,2,100.00%,0.00%,0.00%,-.02,0,-.10,.00,2,0,.0082,.00,0.13%,21.8418,23.97,21.850,,
SPY201202C390,.01,X,.00,0,1,0.20%,99.80%,0.41%,.00,0,.00,.00,1,333,.005,.00,28.78%,0,<empty>,.005,0,B,.01,W,2 DEC 20,390,22.72,Q,22.90,I,SPY201202P390,34.28,M,-1.00,+.13,2,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,2,2,-.0318,.00,--,22.8418,<empty>,22.810,,
SPY201202C391,.01,X,.00,-.02,2,0.20%,99.80%,0.40%,.00,0,.00,.00,2,99,.005,.00,29.87%,0,<empty>,.005,0,B,.01,W,2 DEC 20,391,23.82,I,23.90,I,SPY201202P391,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-248.42,<empty>,0,.0182,.00,0.13%,23.8418,<empty>,23.860,,
SPY201202C392,.01,A,.00,0,0,0.19%,99.81%,0.38%,.00,0,.00,.00,0,8,.005,.00,30.96%,0,<empty>,.005,0,B,.01,W,2 DEC 20,392,24.70,Q,24.90,I,SPY201202P392,29.19,A,-1.00,0,0,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,0,14,-.0418,.00,--,24.8418,<empty>,24.800,,
SPY201202C393,.01,D,.00,-.01,1,0.18%,99.82%,0.37%,.00,0,.00,.00,1,10,.005,.00,32.04%,0,<empty>,.005,0,B,.01,W,2 DEC 20,393,25.82,I,25.90,I,SPY201202P393,32.39,N,-1.00,<empty>,2,100.00%,0.00%,0.00%,.00,0,.00,-268.42,2,1,.0182,.00,0.13%,25.8418,<empty>,25.860,,
SPY201202C394,.05,N,.00,+.02,1,0.18%,99.82%,0.36%,.00,0,.00,.00,1,11,.005,.00,33.11%,0,<empty>,.005,0,B,.01,W,2 DEC 20,394,26.80,Q,26.90,I,SPY201202P394,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.10,.00,<empty>,0,.0082,.00,0.14%,26.8418,<empty>,26.850,,
SPY201202C395,.01,I,.00,0,855,0.17%,99.83%,0.35%,.00,0,.00,.00,855,"1,016",.005,.00,34.18%,0,<empty>,.005,0,B,.01,W,2 DEC 20,395,27.80,Z,27.90,I,SPY201202P395,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.10,.00,<empty>,0,.0082,.00,0.14%,27.8418,<empty>,27.850,,
SPY201202C396,.01,H,.00,<empty>,900,0.17%,99.83%,0.34%,.00,0,.00,.00,900,950,.005,.00,35.24%,0,<empty>,.005,0,B,.01,W,2 DEC 20,396,28.70,Q,28.90,I,SPY201202P396,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,<empty>,0,-.0418,.00,--,28.8418,<empty>,28.800,,
SPY201202C397,0, ,.00,0,<empty>,0.16%,99.84%,0.33%,.00,0,.00,.00,<empty>,0,.005,.00,36.30%,0,<empty>,.005,0,B,.01,W,2 DEC 20,397,29.80,Z,29.90,I,SPY201202P397,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.10,.00,<empty>,0,.0082,.00,0.13%,29.8418,<empty>,29.850,,
SPY201202C398,0, ,.00,0,<empty>,0.16%,99.84%,0.32%,.00,0,.00,.00,<empty>,0,.005,.00,37.35%,0,<empty>,.005,0,B,.01,W,2 DEC 20,398,30.81,Q,30.90,I,SPY201202P398,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.10,.00,<empty>,0,.0132,.00,0.13%,30.8418,<empty>,30.855,,
SPY201202C399,0, ,.00,0,<empty>,0.15%,99.85%,0.31%,.00,0,.00,.00,<empty>,0,.005,.00,38.39%,0,<empty>,.005,0,B,.01,W,2 DEC 20,399,31.70,Q,31.90,I,SPY201202P399,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,<empty>,0,-.0418,.00,--,31.8418,<empty>,31.800,,
SPY201202C400,.01,I,.00,0,0,0.15%,99.85%,0.30%,.00,0,.00,.00,0,"1,586",.005,.00,39.43%,0,<empty>,.005,0,B,.01,W,2 DEC 20,400,32.79,Q,32.90,I,SPY201202P400,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.10,.00,<empty>,0,.0032,.00,0.14%,32.8418,<empty>,32.845,,
SPY201202C405,.01,I,.00,0,0,0.13%,99.87%,0.27%,.00,0,.00,.00,0,242,.005,.00,44.56%,0,<empty>,.005,0,B,.01,W,2 DEC 20,405,37.75,Q,37.90,I,SPY201202P405,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,<empty>,0,-.0168,.00,--,37.8418,<empty>,37.825,,
SPY201202C410,.01,A,.00,0,1,0.12%,99.88%,0.24%,.00,0,.00,.00,1,94,.005,.00,49.58%,0,<empty>,.005,0,B,.01,W,2 DEC 20,410,42.80,Q,42.90,I,SPY201202P410,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.10,.00,<empty>,0,.0082,.00,0.14%,42.8418,<empty>,42.850,,
SPY201202C415,.01,B,.00,0,0,0.11%,99.89%,0.21%,.00,0,.00,.00,0,315,.005,.00,54.49%,0,<empty>,.005,0,B,.01,W,2 DEC 20,415,47.81,I,47.90,I,SPY201202P415,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.10,.00,<empty>,0,.0132,.00,0.13%,47.8418,<empty>,47.855,,
SPY201202C420,.01,Z,.00,0,"1,400",0.10%,99.90%,0.20%,.00,0,.00,.00,"1,400","1,446",.005,.00,59.30%,0,<empty>,.005,0,B,.01,W,2 DEC 20,420,52.81,I,52.90,I,SPY201202P420,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.10,.00,<empty>,0,.0132,.00,0.13%,52.8418,<empty>,52.855,,
SPY201202C425,.01,Q,.00,<empty>,5,0.09%,99.91%,0.18%,.00,0,.00,.00,5,5,.005,.00,64.03%,0,<empty>,.005,0,B,.01,W,2 DEC 20,425,57.82,I,57.90,I,SPY201202P425,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-588.42,<empty>,0,.0182,.00,0.13%,57.8418,<empty>,57.860,,
SPY201202C430,.01,N,.00,-.01,50,0.08%,99.92%,0.17%,.00,0,.00,.00,50,57,.005,.00,68.67%,0,<empty>,.005,0,B,.01,W,2 DEC 20,430,62.69,Q,62.90,I,SPY201202P430,72.01,M,-1.00,+1.57,2,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,2,0,-.0468,.00,--,62.8418,<empty>,62.795,,
SPY201202C435,.01,A,.00,0,0,0.08%,99.92%,0.16%,.00,0,.00,.00,0,80,.005,.00,73.22%,0,<empty>,.005,0,B,.01,W,2 DEC 20,435,67.81,I,67.90,I,SPY201202P435,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.02,0,-.10,.00,<empty>,0,.0132,.00,0.13%,67.8418,<empty>,67.855,,
SPY201204C165,0, ,1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.0032,.00,--,202.1582,<empty>,202.155,201.98,A,202.33,C,4 DEC 20,165,0,B,.01,W,SPY201204P165,.01,E,.00,0,95,0.05%,99.95%,0.10%,.00,0,.00,.00,95,212,.005,.00,224.84%,0,<empty>,.005,,
SPY201204C170,0, ,1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.0182,.00,--,197.1582,<empty>,197.140,196.96,Z,197.32,A,4 DEC 20,170,0,B,.01,W,SPY201204P170,.01,Z,.00,-.03,600,0.05%,99.95%,0.10%,.00,0,.00,.00,600,989,.005,.00,216.78%,0,<empty>,.005,,
SPY201204C175,0, ,1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.0032,.00,--,192.1582,<empty>,192.155,191.98,A,192.33,Z,4 DEC 20,175,0,B,.01,W,SPY201204P175,.05,H,.00,<empty>,12,0.05%,99.95%,0.10%,.00,0,.00,.00,12,12,.005,.00,208.96%,0,<empty>,.005,,
SPY201204C180,0, ,1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.0182,.00,--,187.1582,<empty>,187.140,186.96,Z,187.32,A,4 DEC 20,180,0,B,.01,W,SPY201204P180,.01,P,.00,-.15,1,0.05%,99.95%,0.10%,.00,0,.00,.00,1,19,.005,.00,201.36%,0,<empty>,.005,,
SPY201204C185,0, ,1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.0182,.00,--,182.1582,<empty>,182.140,181.96,Z,182.32,A,4 DEC 20,185,0,B,.01,W,SPY201204P185,.01,W,.00,-.01,500,0.05%,99.95%,0.10%,.00,0,.00,.00,500,"1,099",.005,.00,193.96%,0,<empty>,.005,,
SPY201204C190,0, ,1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.0032,.00,--,177.1582,<empty>,177.155,176.98,A,177.33,C,4 DEC 20,190,0,B,.01,W,SPY201204P190,.01,C,.00,0,100,0.05%,99.95%,0.10%,.00,0,.00,.00,100,"7,570",.005,.00,186.75%,0,<empty>,.005,,
